respondent_id,age,generation,gender,race_ethnicity_primary,lgbt_identification,is_player,is_parent,children_play_games,motivation_relax_or_pass_time,motivation_have_fun,motivation_keep_mind_sharp,plays_mobile,plays_console,plays_pc,plays_vr,plays_puzzle,plays_action,plays_arcade_other,plays_shooter,plays_skill_chance,plays_online_ever,plays_with_others_ever,plays_with_others_weekly,play_with_friends,play_with_online_only_friends,play_with_siblings,play_with_other_family,play_with_spouse_partner,play_with_children,play_with_parents,agree_games_introduce_new_friends_binary,met_people_only_through_games,games_help_stay_connected,met_close_friend_spouse_partner,has_communicated_online,comm_used_platform_text,comm_used_platform_voice,comm_used_discord,comm_used_video_audio,comm_pref_platform_text,comm_pref_platform_voice,comm_pref_discord,comm_pref_video_audio,comm_reason_improve_gameplay,comm_reason_get_info,comm_reason_be_part_of_community,comm_reason_learn_new_skills,comm_reason_find_new_games,parent_plays_with_children,parent_play_reason_fun_for_all,parent_play_reason_socialize,parent_play_reason_family_time,parent_play_reason_child_requests,parent_play_reason_parent_enjoys,parent_play_reason_monitor_content,prefer_child_games_over_social_media,believe_games_more_benefits_than_social_media,esrb_aware,esrb_regular_use,bought_in_game_content_for_child,child_purchases_need_approval,parent_uses_parental_controls,pc_set_time_limits,pc_manage_spending,pc_block_by_age,pc_activity_reports,pc_restrict_communication,has_disability,disability_physical,disability_visual,disability_cognitive,disability_auditory,disability_other,accessibility_very_important,thinks_games_very_accessible,acc_importance_adjustable_text_size,acc_importance_adjustable_difficulty,acc_importance_camera_comfort,acc_importance_subtitles,acc_importance_speech_text,acc_importance_visual_enhancements,acc_importance_control_sound_type,acc_importance_keyboard_mouse_only,att_joy_likert,att_mental_stimulation_likert,att_stress_relief_likert,att_accessibility_likert,att_cognitive_skills_likert,att_bring_people_together_likert,att_introduce_new_friends_likert,att_educational_likert,att_great_way_free_time_likert,att_creative_skills_likert,att_feeling_of_community_likert,teach_problem_solving_likert,teach_teamwork_likert,teach_adaptability_likert,teach_steam_likert,teach_communication_likert,teach_inclusive_attitudes_likert,teach_conflict_resolution_likert,teach_leadership_likert,plays_sport_irl,plays_video_sport_version,belief_video_sport_improves_performance,discover_song_from_game,discover_show_from_game,discover_game_from_show
1334,68,Boomer,Female,,Yes,FALSE,FALSE,FALSE,0,0,FALSE,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,4,4,4,3,3,4,4,1,5,3,2,2,2,5,5,1,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1335,25,Gen Z,Female,Black/African American,No,TRUE,FALSE,FALSE,0,1,FALSE,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,4,3,2,5,3,5,5,4,1,4,5,5,5,4,1,2,4,5,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
1336,70,Boomer,Male,Hispanic,No,FALSE,TRUE,TRUE,0,0,FALSE,,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,4,5,2,5,4,2,2,5,2,4,5,5,3,1,3,3,1,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1337,57,Gen X,Male,,No,TRUE,TRUE,FALSE,1,1,FALSE,1,,0,1,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,2,3,5,5,5,4,3,2,1,4,4,4,5,4,2,1,2,4,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
1338,30,Millennial,Male,White/Caucasian,Yes,FALSE,FALSE,FALSE,0,,FALSE,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,5,4,3,5,3,4,4,1,1,3,4,4,2,5,5,5,5,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1339,,Gen Z,MALE ,White/Caucasian,No,TRUE,FALSE,FALSE,1,1,FALSE,1,1,1,,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,5,5,5,4,4,5,5,2,2,3,4,1,4,3,3,5,5,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
1340,35,Millennial,Female,Black/African American,No,TRUE,TRUE,FALSE,0,0,FALSE,1,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,4,5,3,4,4,2,3,5,1,1,5,5,5,3,4,5,4,4,1,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
1341,45,Gen X,Female,Asian/Pacific Islander,No,TRUE,TRUE,FALSE,1,1,TRUE,1,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,4,4,2,5,4,4,5,4,2,5,5,1,3,3,2,4,4,3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
1342,38,Millennial,,White/Caucasian,No,TRUE,TRUE,TRUE,0,1,FALSE,1,0,1,0,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,4,5,5,5,4,4,1,1,4,5,2,4,5,2,4,4,5,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
1343,75,Boomer,Female,Hispanic,No,TRUE,FALSE,FALSE,0,1,FALSE,1,0,0,0,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,4,1,4,5,4,1,5,1,3,5,5,1,1,3,5,3,5,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
1344,58,Gen X,Male,Hispanic,No,TRUE,FALSE,FALSE,1,1,FALSE,0,0,0,0,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,4,5,5,4,5,5,1,1,1,4,5,2,1,3,1,2,1,1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
1345,22,Gen Z,Female,White/Caucasian,No,TRUE,FALSE,FALSE,0,1,FALSE,1,0,1,,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,5,3,4,5,4,4,4,1,1,5,4,4,4,5,3,4,2,2,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
1346,49,Gen X,Male,White/Caucasian,No,TRUE,FALSE,FALSE,1,1,TRUE,1,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,4,1,4,4,5,3,1,1,2,5,4,4,2,2,5,2,5,2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
1347,78,Boomer,Female,Hispanic,No,TRUE,FALSE,FALSE,1,1,FALSE,1,0,1,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,5,5,3,1,4,3,3,2,3,5,2,4,5,4,5,5,3,3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
1348,32,Millennial,Male,White/Caucasian,Yes,TRUE,FALSE,FALSE,1,0,FALSE,,1,1,0,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,5,1,4,2,4,4,4,1,2,5,1,2,5,4,4,3,3,3,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
1349,25,Gen Z,Male,Hispanic,No,FALSE,FALSE,FALSE,0,0,FALSE,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,4,4,4,4,4,5,2,3,2,5,4,4,2,4,4,5,4,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1350,59,Gen X,Male,White/Caucasian,No,TRUE,TRUE,FALSE,1,0,FALSE,1,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,1,2,3,5,3,5,4,1,2,4,4,4,1,4,5,2,1,4,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
1351,76,Boomer,,White/Caucasian,No,TRUE,TRUE,TRUE,0,1,TRUE,1,0,1,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,4,3,4,4,5,5,5,2,1,4,4,3,4,1,5,5,3,3,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
1352,30,Millennial,Female,,No,TRUE,TRUE,TRUE,1,0,FALSE,1,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,4,4,4,4,4,1,5,2,1,4,2,2,1,5,5,4,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
1353,51,Gen X,Male,White/Caucasian,No,yes,FALSE,FALSE,0,0,FALSE,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,4,5,5,2,4,2,1,2,2,5,5,3,4,5,3,4,4,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1354,46,Gen X,,,No,FALSE,TRUE,TRUE,0,0,FALSE,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,3,4,4,4,4,2,4,2,1,2,5,4,5,1,5,5,4,2,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1355,43,Millennial,Male,White/Caucasian,No,FALSE,FALSE,FALSE,0,0,FALSE,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,5,5,5,5,5,4,1,1,2,4,3,4,4,5,4,4,5,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1356,55,Gen X,Female,White/Caucasian,Yes,TRUE,FALSE,FALSE,1,1,TRUE,1,1,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,4,5,5,4,4,2,5,1,1,4,5,4,2,2,2,1,1,2,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
1357,58,Gen X,Male,White/Caucasian,No,FALSE,TRUE,TRUE,0,0,FALSE,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,3,4,5,5,5,3,4,4,2,1,5,1,5,1,5,5,2,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1358,34,Millennial,Female,Black/African American,No,FALSE,FALSE,FALSE,0,0,FALSE,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,5,5,5,5,4,4,2,2,1,1,4,5,4,1,5,2,3,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1359,58,Gen X,Male,White/Caucasian,No,TRUE,TRUE,FALSE,1,0,TRUE,1,1,1,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,4,4,5,5,4,5,2,1,1,4,5,5,4,1,3,4,1,3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
1360,25,Gen Z,Female,Hispanic,No,TRUE,FALSE,FALSE,1,0,FALSE,1,1,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,5,4,1,4,3,1,2,1,2,2,4,4,4,4,1,4,5,3,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
